pct_tax_noSSC,gdp_pc,self_employed_share,employment_rate,varofint,income_decile,share_of_tax_revenue
89.66972001362592,40604.47657716146,53.13889200333506,67.16037122532725,14.864857064094394,7,45.99566087126732
26.550866314209998,57220.029883386116,80.2349541336298,18.776846048422158,1.7749762744642794,5,23.327660490758717
37.212389963679016,75429.0662591393,47.94951861258596,50.47590236645192,17.7851824904792,6,62.14653628412634
57.28533633518964,23581.60559130957,17.740156315267086,2.7286847354844213,12.443647172767669,6,40.2570063713938
90.82077899947762,52970.19522658323,39.713334455154836,49.62978509720415,43.95901875104755,9,54.62944607716054
20.16819310374558,55960.23648201216,81.42269926611334,94.7351710870862,15.898944030050188,9,26.973465993069112
89.83896849676967,50438.38242471614,94.1357076400891,38.11821339186281,16.056025226134807,9,28.427131683565676
94.46752686053514,88404.100830814,17.334993393160403,69.82137262821198,42.39439732627943,5,54.13946290500462
66.07977924868464,68856.91567376826,35.494079953059554,68.87658084742725,19.063519197516143,6,51.86340275686234
62.91140438988805,41981.93471576841,70.50400413572788,47.77306767646223,13.756216107867658,9,21.16878367960453
6.178627046756446,40621.58857137445,95.92409199103713,27.334761410020292,45.89717513881624,7,35.647305636666715
20.597457489930093,63707.73030274431,42.78014099691063,75.69163322914392,43.8472468056716,9,90.71992947719991
17.655675252899528,65107.9930201674,13.591531780548394,24.753206060267985,16.32423980627209,9,80.04641539882869
68.70228466577828,60789.377349077266,81.37412392534316,52.1339483326301,4.561434045899659,8,51.24306594952941
38.4103718213737,40929.3250871857,80.68449604324996,61.28432408440858,9.929686435498297,3,47.4112298572436
76.98414199985564,58085.81609654795,90.81103547941893,9.50499763712287,8.864324307069182,2,20.507955481298268
49.76992420852184,48847.53671704325,70.36018869839609,56.575876381248236,24.34668664354831,7,54.58245393820107
71.76185082644224,77748.79340489354,45.879651978611946,1.6874161548912525,7.065020781010389,4,19.30390247143805
99.19060948304832,37176.386729804166,8.162441337481141,19.98788823839277,28.015715174842626,3,64.38938025385141
38.00351794343442,50489.55942340043,73.0743972118944,41.758380085229874,3.668685455340892,1,10.517901089042425
77.74452213197947,34624.10778869683,93.26815153472126,20.55060884449631,46.06811290141195,7,91.19599245022982
93.47052311059088,35266.26386652145,3.5948292119428515,37.72214069031179,13.90102410223335,8,14.681355049833655
21.214252128265798,50061.5293543522,10.7039442518726,7.645171787589788,1.7198090557940304,4,44.63629680685699
65.1673766085878,46498.59233131631,39.63889277074486,14.497399562969804,22.703513177111745,5,79.57467713858932
12.555509596131742,42516.676713445806,15.228374325670302,55.359195405617356,26.198084943462163,8,84.17338004801422
26.722066872753203,73245.69444326057,11.311222752556205,66.17425607983023,11.78241673624143,10,19.942684611305594
38.61140925437212,51312.45374757296,28.615220193751156,73.56475044507533,44.03922032797709,4,24.112924211658537
1.3390333158895373,69780.51695847574,58.10097218491137,37.620941759087145,25.0658305012621,7,1.5129595762118697
38.23879570700228,35281.638213958286,14.162838482297957,86.87571526970714,18.799399537965655,1,90.95206186175346
86.969084572047,46315.66118532964,49.44173397962004,79.54700465779752,41.91336166113615,5,78.05390395224094
34.03489966876805,28940.992446214783,36.028439714573324,82.18030219431967,38.842533179558814,7,22.878561983816326
48.208011547103524,71613.39720964855,40.70264308247715,90.16953124664724,41.491699079051614,1,72.53072985913604
59.95658254250884,35279.60013594126,28.11819864436984,98.25073413085192,15.739179239608347,6,17.791496589779854
49.35413070488721,72113.67355888884,42.5313429441303,26.595108048059046,2.1876572514884174,4,88.43904992099851
18.62176014110446,35132.04132091893,46.35015898384154,78.70983704924583,38.78862620331347,5,95.68830484058708
82.73733186069876,48582.53983136692,82.92696545831859,19.074703007936478,30.769566167145967,3,35.63717941287905
66.84667381923646,6872.874742637665,35.90942525770515,0.37491016555577517,10.304205573629588,2,86.12317445222288
79.42398607265204,46297.00848744353,43.8799045747146,55.69958589039743,6.263880024198443,1,75.87601251434535
10.794362588785589,50221.16734697257,0.7259715115651488,40.97492762375623,48.13953678822145,4,16.458247345872223
